School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL,SuggestedAuctionValue,LeagifyPosition,ProjectedPointsAboveAverage,ProjectedPointsAboveReplacement,AveragePointsForPosition,ReplacementValueAverageForPosition
Morgan State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/morgan_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
San Diego State,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_diego_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Sacramento State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/sacramento_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Towson,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/towson.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Tulsa,FBS - AAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulsa.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Youngstown State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/youngstown_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
West Florida,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_florida.png,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Nevada,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nevada.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Lamar,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/lamar.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Illinois State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Ferris State,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ferris_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Mount Union,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mount_union.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
St. John's,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/saint_johns.png,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Ohio,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ohio.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
William & Mary,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/william&amp;mary.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Findlay,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/findlay.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Benedict College,D2,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/benedict_college.png,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Florida International,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_international.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Wisconsin-Platteville,D3,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin?platteville.png,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
Weber State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/weber_st.svg,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
North Carolina Central,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina_central.png,,RandomSmallSchool,-23.399999999999999,-2.6499999999999999,24.399999999999999,3.6499999999999999
